,city,date,fare,ride_id,driver_count,type
368,West Sydneyhaven,2016-01-21 08:13:58,33.69,2507812110449,70,Urban
369,West Sydneyhaven,2016-02-29 06:49:40,30.76,945054057245,70,Urban
370,West Sydneyhaven,2016-03-06 04:14:14,18.89,8000481449567,70,Urban
371,West Sydneyhaven,2016-12-03 18:22:57,38.06,373776200357,70,Urban
372,West Sydneyhaven,2016-05-27 20:27:39,16.88,5318215818002,70,Urban
373,West Sydneyhaven,2016-04-23 18:33:33,22.73,5346721133401,70,Urban
374,West Sydneyhaven,2016-03-11 00:48:51,13.68,2219454578388,70,Urban
375,West Sydneyhaven,2016-08-19 09:57:48,6.44,6611904203332,70,Urban
376,West Sydneyhaven,2016-08-04 17:20:34,21.99,9517526721612,70,Urban
377,West Sydneyhaven,2016-05-23 11:24:27,41.55,4120354032918,70,Urban
378,West Sydneyhaven,2016-06-25 20:10:09,15.65,6835917836657,70,Urban
379,West Sydneyhaven,2016-04-07 10:14:20,8.88,3262903091739,70,Urban
380,West Sydneyhaven,2016-02-24 06:48:52,42.96,52775545231,70,Urban
381,Swansonbury,2016-07-11 18:42:11,39.3,744481862626,64,Urban
382,Swansonbury,2016-09-17 15:52:03,29.95,5575845447570,64,Urban
383,Swansonbury,2016-01-04 20:54:04,17.1,7449364616114,64,Urban
384,Swansonbury,2016-11-26 12:07:06,43.98,4622629065145,64,Urban
385,Swansonbury,2016-10-20 08:38:04,9.85,956191227071,64,Urban
386,Swansonbury,2016-10-14 12:46:35,30.17,8693419258883,64,Urban
387,Swansonbury,2016-04-03 23:58:22,36.5,3848156310607,64,Urban
388,Swansonbury,2016-10-20 02:30:17,11.29,5297420254082,64,Urban
389,Swansonbury,2016-09-24 08:14:46,13.77,3912826230530,64,Urban
390,Swansonbury,2016-03-12 15:20:44,38.41,2213459694647,64,Urban
391,Swansonbury,2016-07-25 14:20:40,29.38,6195714226915,64,Urban
392,Swansonbury,2016-11-22 10:34:09,33.17,4966554636637,64,Urban
393,Swansonbury,2016-10-09 04:32:33,42.58,494544036029,64,Urban
394,Swansonbury,2016-09-10 13:14:30,28.62,4568965434125,64,Urban
395,Swansonbury,2016-03-13 18:09:40,26.65,5538871696756,64,Urban
396,Swansonbury,2016-05-04 10:19:51,19.84,2166154511743,64,Urban
397,Swansonbury,2016-05-29 03:08:55,10.8,853607208771,64,Urban
398,Swansonbury,2016-01-30 08:13:27,21.1,7103823304522,64,Urban
399,Swansonbury,2016-03-09 21:06:53,23.26,729615057888,64,Urban
400,Swansonbury,2016-10-22 20:56:56,26.51,2510476126220,64,Urban
401,Swansonbury,2016-07-06 07:38:25,35.5,745202628811,64,Urban
402,Swansonbury,2016-03-31 05:01:54,9.5,1496481228450,64,Urban
403,Swansonbury,2016-03-08 01:27:11,37.54,9456790186522,64,Urban
404,Swansonbury,2016-02-19 18:09:04,41.36,5641431357742,64,Urban
405,Swansonbury,2016-02-19 03:13:08,21.13,1193503565561,64,Urban
406,Swansonbury,2016-03-25 17:50:23,44.11,5062571378235,64,Urban
407,Swansonbury,2016-05-02 17:18:51,26.71,6150569418601,64,Urban
408,Swansonbury,2016-06-13 03:24:43,15.51,9023774061986,64,Urban
409,Swansonbury,2016-10-04 11:52:07,6.24,8541766783650,64,Urban
410,Swansonbury,2016-04-09 22:57:28,36.73,7133881868469,64,Urban
411,Swansonbury,2016-11-09 01:30:06,43.61,5244206952991,64,Urban
412,Swansonbury,2016-06-24 08:15:03,43.95,4565664701695,64,Urban
413,Swansonbury,2016-11-16 23:44:23,32.51,6043084594410,64,Urban
414,Swansonbury,2016-03-24 17:14:54,7.17,2321894460533,64,Urban
415,Lisatown,2016-07-05 18:09:14,5.82,6370359473201,47,Urban
416,Lisatown,2016-10-14 09:22:04,33.4,9894794967721,47,Urban
417,Lisatown,2016-11-29 05:03:21,25.37,8786270280411,47,Urban
418,Lisatown,2016-07-10 03:14:32,40.36,1797156129981,47,Urban
419,Lisatown,2016-11-13 09:11:23,16.36,5296107649616,47,Urban
420,Lisatown,2016-01-07 09:55:12,18.64,5461809747902,47,Urban
421,Lisatown,2016-05-19 12:41:21,20.22,4066673361882,47,Urban
422,Lisatown,2016-04-16 11:51:23,44.98,410481603766,47,Urban
423,Lisatown,2016-04-20 10:10:02,11.93,8948256992040,47,Urban
424,Lisatown,2016-11-16 03:43:06,10.47,6840814195967,47,Urban
425,Lisatown,2016-06-29 09:06:28,12.37,3113374289814,47,Urban
426,Lisatown,2016-11-23 13:20:10,18.71,8902249223931,47,Urban
427,Lisatown,2016-09-11 15:56:05,42.66,6047760789718,47,Urban
428,Lisatown,2016-01-01 08:51:12,41.61,5613133442743,47,Urban
429,Lisatown,2016-11-19 04:50:39,15.48,6951344069311,47,Urban
430,Lisatown,2016-08-28 21:01:26,26.42,4776520012088,47,Urban
431,Lisatown,2016-05-18 03:24:36,43.0,5749810098603,47,Urban
432,Lisatown,2016-11-09 19:01:11,7.58,7012676828928,47,Urban
433,Lisatown,2016-07-08 20:53:54,7.63,1356346590835,47,Urban
434,Lisatown,2016-05-24 09:23:11,23.83,438019181722,47,Urban
435,Lisatown,2016-01-10 04:34:52,17.05,3622314211636,47,Urban
436,Lisatown,2016-04-13 10:09:58,12.2,6017161751300,47,Urban
437,Lisatown,2016-08-07 23:07:09,15.09,6098402365128,47,Urban
438,East Erin,2016-11-03 01:03:05,7.51,4744239092530,43,Urban
439,East Erin,2016-10-04 10:31:59,32.35,3963883373388,43,Urban
440,East Erin,2016-10-06 18:54:55,36.97,9199037124955,43,Urban
441,East Erin,2016-02-15 16:23:57,40.94,8041254000431,43,Urban
442,East Erin,2016-06-03 19:16:45,7.84,7261592737771,43,Urban
443,East Erin,2016-07-01 20:56:18,19.79,6310193434952,43,Urban
444,East Erin,2016-08-07 06:28:28,12.56,3376154209130,43,Urban
445,East Erin,2016-09-25 07:45:13,27.75,9261822636384,43,Urban
446,East Erin,2016-01-16 18:15:20,11.35,1249552835589,43,Urban
447,East Erin,2016-09-28 07:41:35,33.5,824912536965,43,Urban
448,East Erin,2016-09-27 18:13:28,28.95,1382118766740,43,Urban
449,East Erin,2016-08-08 19:41:56,39.79,2029581209877,43,Urban
450,East Erin,2016-11-17 19:02:33,33.87,7492395386099,43,Urban
451,East Erin,2016-02-10 08:43:40,19.01,9751101791960,43,Urban
452,East Erin,2016-11-28 05:38:17,7.32,2431238364745,43,Urban
453,East Erin,2016-01-09 00:18:28,44.82,3069621518568,43,Urban
454,East Erin,2016-01-20 08:01:39,9.85,6404538213033,43,Urban
455,East Erin,2016-02-28 05:52:41,38.82,4134455897710,43,Urban
456,East Erin,2016-11-05 22:54:32,20.02,5946160639511,43,Urban
457,East Erin,2016-09-05 00:50:01,44.96,5171595369713,43,Urban
458,East Erin,2016-08-10 06:20:38,31.07,6623062977031,43,Urban
459,East Erin,2016-08-27 20:23:48,24.66,8704871514117,43,Urban
460,East Erin,2016-02-04 09:29:54,15.57,75841830079,43,Urban
461,East Erin,2016-09-23 10:01:50,39.33,6267493536940,43,Urban
462,East Erin,2016-09-08 17:48:23,23.31,6036769302196,43,Urban
463,East Erin,2016-09-27 12:31:24,12.01,9277783245350,43,Urban
464,East Erin,2016-05-18 20:48:05,12.13,1266215264012,43,Urban
465,East Erin,2016-04-30 11:04:53,9.34,6037776836315,43,Urban
466,Port Martinberg,2016-01-06 17:11:30,8.66,7298562820881,44,Urban
467,Port Martinberg,2016-10-14 00:03:21,11.62,8416915635572,44,Urban
468,Port Martinberg,2016-06-12 10:31:30,38.4,2185801400452,44,Urban
469,Port Martinberg,2016-12-04 14:51:22,14.4,195338424281,44,Urban
470,Port Martinberg,2016-11-09 13:16:11,33.52,5305195378930,44,Urban
471,Port Martinberg,2016-11-27 01:04:02,6.84,5036584805118,44,Urban
472,Port Martinberg,2016-11-18 11:20:35,11.98,8135395149347,44,Urban
473,Port Martinberg,2016-02-16 21:14:38,25.83,2238004717640,44,Urban
474,Port Martinberg,2016-10-06 02:34:30,20.33,3542494443224,44,Urban
475,Port Martinberg,2016-11-05 23:22:01,29.19,531668305577,44,Urban
476,Port Martinberg,2016-06-27 18:51:18,18.47,1185425297293,44,Urban
477,Port Martinberg,2016-07-09 07:34:28,27.88,7274627987041,44,Urban
478,Port Martinberg,2016-02-27 12:10:19,42.47,2766312313778,44,Urban
479,Port Martinberg,2016-11-11 21:16:52,22.38,1132435277456,44,Urban
480,Port Martinberg,2016-02-27 00:10:36,16.84,3520075022877,44,Urban
481,Port Martinberg,2016-08-03 20:00:33,31.93,1136753188531,44,Urban
482,Port Martinberg,2016-06-08 13:10:29,23.96,2579264518791,44,Urban
483,Port Martinberg,2016-07-02 14:51:46,25.02,2742462062414,44,Urban
484,Port Martinberg,2016-04-05 18:06:02,5.32,2338260053367,44,Urban
485,Port Martinberg,2016-04-03 12:48:22,37.88,4962531926258,44,Urban
486,Port Martinberg,2016-03-29 02:03:35,16.0,2860657960977,44,Urban
487,Edwardsbury,2016-02-27 03:55:54,20.17,8514523868075,11,Urban
488,Edwardsbury,2016-01-28 23:28:57,26.61,6097852530810,11,Urban
489,Edwardsbury,2016-08-25 21:23:25,15.4,4382199002444,11,Urban
490,Edwardsbury,2016-07-15 15:36:30,12.65,3065372869423,11,Urban
491,Edwardsbury,2016-08-03 22:39:25,19.85,3684051636585,11,Urban
492,Edwardsbury,2016-06-08 09:17:05,39.28,4315580722201,11,Urban
493,Edwardsbury,2016-07-05 10:59:42,42.67,6068970709600,11,Urban
494,Edwardsbury,2016-04-06 19:40:28,15.86,1170319106003,11,Urban
495,Edwardsbury,2016-03-13 18:42:15,41.07,1904105324025,11,Urban
496,Edwardsbury,2016-01-04 06:07:13,19.65,9010800669247,11,Urban
497,Edwardsbury,2016-05-20 12:21:35,31.62,9782652786860,11,Urban
498,Edwardsbury,2016-03-21 19:04:35,41.75,8928983554728,11,Urban
499,Edwardsbury,2016-07-03 16:57:42,25.52,5662887049999,11,Urban
500,Edwardsbury,2016-04-11 12:58:57,29.82,5969442702277,11,Urban
501,Edwardsbury,2016-07-30 03:55:26,25.37,9229857361022,11,Urban
502,Edwardsbury,2016-05-26 23:53:52,5.96,6223284230107,11,Urban
503,Edwardsbury,2016-08-24 22:22:22,27.48,6084447535855,11,Urban
504,Edwardsbury,2016-08-16 07:09:20,11.34,1985351831994,11,Urban
505,Edwardsbury,2016-08-26 16:25:57,30.72,1916184961923,11,Urban
506,Edwardsbury,2016-11-04 05:16:23,36.21,6539654812713,11,Urban
507,Edwardsbury,2016-07-26 14:40:50,36.86,7626194681042,11,Urban
508,Edwardsbury,2016-04-12 05:27:49,10.65,7427401517402,11,Urban
509,Edwardsbury,2016-08-06 06:20:36,36.3,5986780813014,11,Urban
510,Edwardsbury,2016-02-09 18:25:06,43.5,6796777511668,11,Urban
511,Edwardsbury,2016-01-08 06:41:25,28.75,652590440355,11,Urban
512,Edwardsbury,2016-05-09 15:54:03,37.34,397795156693,11,Urban
513,Edwardsbury,2016-07-19 20:04:23,13.27,3571086569028,11,Urban
514,Pamelahaven,2016-03-26 12:56:57,36.43,3015329826849,30,Urban
515,Pamelahaven,2016-07-12 02:19:07,44.39,8861487145996,30,Urban
516,Pamelahaven,2016-09-29 11:08:23,12.82,2549169227210,30,Urban
517,Pamelahaven,2016-09-21 03:18:04,13.95,8123394334772,30,Urban
518,Pamelahaven,2016-02-26 20:48:41,26.0,34209065249,30,Urban
519,Pamelahaven,2016-04-28 13:58:58,17.43,91221495577,30,Urban
520,Pamelahaven,2016-08-24 03:25:57,5.75,9465025576878,30,Urban
521,Pamelahaven,2016-04-13 17:55:53,27.19,7059493748633,30,Urban
522,Pamelahaven,2016-01-07 15:08:35,37.23,5759831716264,30,Urban
523,Pamelahaven,2016-07-23 00:02:04,40.09,9084389718436,30,Urban
524,Pamelahaven,2016-02-01 19:44:44,7.5,9992146021449,30,Urban
525,Pamelahaven,2016-05-08 11:55:15,21.15,3914550239889,30,Urban
526,Pamelahaven,2016-03-10 14:48:07,34.67,9143800867747,30,Urban
527,Pamelahaven,2016-10-13 15:13:25,21.09,2359390080566,30,Urban
528,Pamelahaven,2016-04-23 09:33:27,37.55,7632486767202,30,Urban
529,Fosterside,2016-08-12 11:52:41,28.08,133077693483,69,Urban
530,Fosterside,2016-04-01 04:46:39,13.17,2912135299250,69,Urban
531,Fosterside,2016-01-19 01:06:19,10.11,7226694900591,69,Urban
532,Fosterside,2016-11-07 00:00:09,17.92,7423393375419,69,Urban
533,Fosterside,2016-05-11 13:59:15,7.65,6726247721921,69,Urban
534,Fosterside,2016-06-01 06:32:00,6.54,9742864545389,69,Urban
535,Fosterside,2016-04-26 03:40:24,29.14,4621128261430,69,Urban
536,Fosterside,2016-04-20 15:20:20,39.01,6372444880697,69,Urban
537,Fosterside,2016-07-16 02:09:00,36.38,2298669329671,69,Urban
538,Fosterside,2016-04-02 00:12:26,25.85,5876664783376,69,Urban
539,Fosterside,2016-11-07 18:52:38,17.47,268035839303,69,Urban
540,Fosterside,2016-04-17 05:32:46,22.15,2786815637416,69,Urban
541,Fosterside,2016-02-23 09:11:36,13.85,9732463030768,69,Urban
542,Fosterside,2016-10-06 13:12:48,8.62,2000781349549,69,Urban
543,Fosterside,2016-09-19 12:47:23,5.53,9832176090285,69,Urban
544,Fosterside,2016-01-10 23:19:03,41.96,9983247565536,69,Urban
545,Fosterside,2016-05-20 00:15:27,42.67,6763080895709,69,Urban
546,Fosterside,2016-06-01 02:10:18,20.18,3724718922597,69,Urban
547,Fosterside,2016-12-03 05:03:24,33.45,976394396367,69,Urban
548,Fosterside,2016-08-06 04:15:38,22.67,404611862727,69,Urban
549,Fosterside,2016-11-22 10:37:25,37.92,4368027144340,69,Urban
550,Fosterside,2016-07-09 18:28:08,37.65,4264791605400,69,Urban
551,Fosterside,2016-09-03 01:10:02,13.37,8859934081119,69,Urban
552,Fosterside,2016-12-04 21:31:45,21.49,5128740240083,69,Urban
553,West Alexis,2016-01-16 00:33:02,26.62,1574788996743,47,Urban
554,West Alexis,2016-08-29 18:17:56,6.16,209062359877,47,Urban
555,West Alexis,2016-09-03 02:23:56,22.86,8393534675892,47,Urban
556,West Alexis,2016-06-28 16:34:41,12.92,5992374822461,47,Urban
557,West Alexis,2016-03-01 05:36:11,25.93,984264694154,47,Urban
558,West Alexis,2016-03-29 01:34:15,11.32,2572182730665,47,Urban
559,West Alexis,2016-09-23 03:55:26,18.48,7050816339217,47,Urban
560,West Alexis,2016-10-16 10:50:07,9.6,7825742786073,47,Urban
561,West Alexis,2016-05-08 02:47:51,26.93,1033521084432,47,Urban
562,West Alexis,2016-01-03 18:29:31,32.37,9180383067300,47,Urban
563,West Alexis,2016-06-13 10:29:46,26.06,2558012291568,47,Urban
564,West Alexis,2016-02-11 13:05:54,26.0,7290051442413,47,Urban
565,West Alexis,2016-04-15 00:27:53,21.2,8481347560693,47,Urban
566,West Alexis,2016-09-23 04:28:25,15.23,3435841855743,47,Urban
567,West Alexis,2016-06-20 15:53:30,40.08,7316257973381,47,Urban
568,West Alexis,2016-09-18 00:18:54,11.21,9931429025088,47,Urban
569,West Alexis,2016-07-05 16:43:06,10.04,5289717125465,47,Urban
570,West Alexis,2016-06-15 14:21:54,5.65,1990600229279,47,Urban
571,West Alexis,2016-11-10 08:10:15,12.79,6640917180705,47,Urban
572,West Alexis,2016-11-06 19:02:42,29.01,4924471900019,47,Urban
573,Carrollfort,2016-06-24 20:11:11,6.45,1092683495142,55,Urban
574,Carrollfort,2016-01-02 18:46:46,40.84,3714119486484,55,Urban
575,Carrollfort,2016-03-07 22:54:10,16.4,2234985643749,55,Urban
576,Carrollfort,2016-10-09 08:58:21,4.56,953777855826,55,Urban
577,Carrollfort,2016-08-24 05:23:57,44.26,2311815992922,55,Urban
578,Carrollfort,2016-01-24 13:10:26,7.15,4138258942493,55,Urban
579,Carrollfort,2016-04-10 07:24:35,18.01,2936035802396,55,Urban
580,Carrollfort,2016-11-29 19:04:51,23.59,9661862142751,55,Urban
581,Carrollfort,2016-01-13 00:26:03,44.75,516842542795,55,Urban
582,Carrollfort,2016-07-03 15:44:47,23.26,5798723306602,55,Urban
583,Carrollfort,2016-11-22 11:14:50,39.24,1918504449821,55,Urban
584,Carrollfort,2016-03-22 07:16:00,18.82,1390571366339,55,Urban
585,Carrollfort,2016-02-27 18:37:01,44.51,9349742559850,55,Urban
586,Carrollfort,2016-08-01 22:20:36,37.35,989081325632,55,Urban
587,Carrollfort,2016-07-26 19:41:29,32.92,6903544023914,55,Urban
588,Carrollfort,2016-04-22 00:17:43,14.59,3301501924527,55,Urban
589,Carrollfort,2016-02-27 05:17:24,43.82,3754646559589,55,Urban
590,Carrollfort,2016-11-01 11:32:58,6.27,9471184816762,55,Urban
591,Carrollfort,2016-11-20 12:58:14,41.18,7887745162292,55,Urban
592,Carrollfort,2016-03-11 18:01:18,28.69,5400762882534,55,Urban
593,Carrollfort,2016-04-29 16:44:02,8.07,5805526016055,55,Urban
594,Carrollfort,2016-07-23 15:02:05,26.49,9996724027588,55,Urban
595,Carrollfort,2016-10-19 02:21:08,24.94,2428641702974,55,Urban
596,Carrollfort,2016-07-28 16:00:04,30.69,7832998090472,55,Urban
597,Carrollfort,2016-05-16 18:01:39,21.78,8716455359908,55,Urban
598,Carrollfort,2016-07-09 22:55:46,24.16,2356453371807,55,Urban
599,Carrollfort,2016-01-13 13:03:42,29.2,4807864277489,55,Urban
600,Carrollfort,2016-07-20 14:53:43,21.72,9954379185046,55,Urban
601,Carrollfort,2016-10-01 04:18:59,12.76,2385786307986,55,Urban
602,New David,2016-01-12 20:48:43,38.68,5229089333754,31,Urban
603,New David,2016-07-08 23:48:54,31.51,4504825560306,31,Urban
604,New David,2016-09-11 05:05:48,10.05,1690993450433,31,Urban
605,New David,2016-03-29 09:41:20,24.47,8594133966682,31,Urban
606,New David,2016-10-20 18:30:59,5.48,5201786146257,31,Urban
607,New David,2016-09-11 15:12:15,22.16,2625948382445,31,Urban
608,New David,2016-10-15 12:01:56,25.55,5572927950812,31,Urban
609,New David,2016-02-28 01:45:44,31.83,9636409504323,31,Urban
610,New David,2016-11-28 00:01:07,25.8,6932297932969,31,Urban
611,New David,2016-08-20 16:26:09,42.89,3268654349884,31,Urban
612,New David,2016-08-09 11:20:33,44.44,6236880541676,31,Urban
613,New David,2016-10-28 10:22:12,21.83,2065772669648,31,Urban
614,New David,2016-02-03 11:26:21,42.66,8840189131759,31,Urban
615,New David,2016-10-21 09:53:29,6.27,6666901346674,31,Urban
616,New David,2016-05-29 17:14:50,18.57,8605648336454,31,Urban
617,New David,2016-01-30 02:35:38,43.31,4908960239880,31,Urban
618,New David,2016-03-05 14:14:07,19.92,7530119591746,31,Urban
619,New David,2016-07-14 23:15:54,6.03,435672268470,31,Urban
620,New David,2016-11-24 04:19:16,24.33,8983322290958,31,Urban
621,New David,2016-04-20 09:22:13,44.7,1619938983881,31,Urban
622,New David,2016-11-01 12:39:19,44.2,4387966894222,31,Urban
623,New David,2016-05-03 16:38:23,32.12,141206269867,31,Urban
624,New David,2016-11-03 14:58:52,38.62,2082838210712,31,Urban
625,New David,2016-05-21 00:01:15,17.06,9678966503456,31,Urban
626,New David,2016-03-11 17:19:06,37.52,4214845399458,31,Urban
627,New David,2016-01-23 09:17:28,27.55,403004119295,31,Urban
628,New David,2016-02-17 21:34:54,6.49,128496622626,31,Urban
629,New David,2016-05-25 07:40:52,24.32,7741295871755,31,Urban
630,Williamshire,2016-06-22 07:53:44,39.81,5322918326146,70,Urban
631,Williamshire,2016-03-22 06:49:22,5.78,4026457009379,70,Urban
632,Williamshire,2016-01-30 07:31:03,34.93,6848867019018,70,Urban
633,Williamshire,2016-10-01 15:14:16,10.67,9934352171372,70,Urban
634,Williamshire,2016-01-12 04:22:31,35.94,7083499369219,70,Urban
635,Williamshire,2016-07-05 10:54:00,28.32,5678094637782,70,Urban
636,Williamshire,2016-01-19 13:24:50,28.73,3631350485185,70,Urban
637,Williamshire,2016-10-12 20:05:38,43.59,5754483138563,70,Urban
638,Williamshire,2016-04-21 20:53:46,12.62,8433632132412,70,Urban
639,Williamshire,2016-02-14 09:59:14,12.44,5622262765746,70,Urban
640,Williamshire,2016-11-15 02:03:13,26.79,6861635672246,70,Urban
641,Williamshire,2016-09-07 19:44:25,21.39,2680824104696,70,Urban
642,Williamshire,2016-04-26 16:22:57,20.7,7183880039452,70,Urban
643,Williamshire,2016-02-20 20:54:00,27.82,4346273607628,70,Urban
644,Williamshire,2016-02-03 05:41:35,35.47,3643460209704,70,Urban
645,Williamshire,2016-11-06 16:41:32,33.53,28453889331,70,Urban
646,Williamshire,2016-07-12 08:03:53,31.25,776885433140,70,Urban
647,Williamshire,2016-08-18 13:36:27,13.57,1681270948385,70,Urban
648,Williamshire,2016-06-14 18:35:36,30.22,914677642312,70,Urban
649,Williamshire,2016-03-14 17:49:33,35.4,2122236059534,70,Urban
650,Williamshire,2016-03-08 02:20:56,21.46,6486122380796,70,Urban
651,Williamshire,2016-07-15 02:06:11,26.93,1126078256923,70,Urban
652,Williamshire,2016-08-12 21:51:53,23.65,6739781912113,70,Urban
653,Williamshire,2016-07-24 14:35:19,9.97,8971962240488,70,Urban
654,Williamshire,2016-04-20 17:13:49,39.42,6615085771369,70,Urban
655,Williamshire,2016-06-29 21:55:55,44.73,3509018739850,70,Urban
656,Williamshire,2016-03-16 16:02:46,12.08,2872798800975,70,Urban
657,Williamshire,2016-07-19 14:23:41,26.14,3820624502578,70,Urban
658,Williamshire,2016-03-05 03:54:12,22.03,7577485884485,70,Urban
659,Williamshire,2016-01-26 16:52:20,41.72,8891970851608,70,Urban
660,Williamshire,2016-10-24 22:12:48,39.6,3882385067550,70,Urban
661,Torresshire,2016-10-29 12:28:18,23.5,6168304478087,70,Urban
662,Torresshire,2016-05-24 15:47:08,29.25,9781946552709,70,Urban
663,Torresshire,2016-11-27 18:13:47,16.04,7446936449859,70,Urban
664,Torresshire,2016-11-16 09:35:09,17.84,9441117233003,70,Urban
665,Torresshire,2016-06-05 15:15:00,29.85,1535669926716,70,Urban
666,Torresshire,2016-10-02 01:20:32,5.45,7856077900797,70,Urban
667,Torresshire,2016-01-21 06:22:47,13.88,3848669531353,70,Urban
668,Torresshire,2016-09-20 12:58:57,8.31,3854971970674,70,Urban
669,Torresshire,2016-06-07 11:48:53,23.86,3002268912986,70,Urban
670,Torresshire,2016-03-10 09:11:07,16.7,2989848047294,70,Urban
671,Torresshire,2016-03-30 11:21:27,43.16,4446758097767,70,Urban
672,Torresshire,2016-01-31 15:24:58,25.62,6882158947802,70,Urban
673,Torresshire,2016-05-17 06:36:14,21.36,1624253598689,70,Urban
674,Torresshire,2016-02-14 01:09:33,40.79,5099391441764,70,Urban
675,Torresshire,2016-03-28 20:33:36,42.68,388391461533,70,Urban
676,Torresshire,2016-10-25 03:09:23,39.42,247653474806,70,Urban
677,Torresshire,2016-08-06 01:48:30,40.28,2832353356811,70,Urban
678,Torresshire,2016-10-03 00:19:29,43.25,6928523510384,70,Urban
679,Torresshire,2016-09-29 20:31:29,14.35,1556404337215,70,Urban
680,Torresshire,2016-12-04 15:39:40,38.02,6250893878567,70,Urban
681,Torresshire,2016-10-21 08:28:25,15.16,5429504813032,70,Urban
682,Torresshire,2016-03-10 03:35:28,7.86,9239353071769,70,Urban
683,Torresshire,2016-10-21 01:10:36,5.32,7486924635970,70,Urban
684,Torresshire,2016-10-20 19:17:17,16.64,6259401722347,70,Urban
685,Torresshire,2016-10-05 13:00:56,9.6,8443023570181,70,Urban
686,Torresshire,2016-09-23 14:32:48,41.2,4024780961494,70,Urban
687,New Aaron,2016-08-12 17:14:50,34.63,6249037081192,60,Urban
688,New Aaron,2016-10-30 22:19:10,8.44,1130740557911,60,Urban
689,New Aaron,2016-10-04 21:47:13,42.87,3212713367333,60,Urban
690,New Aaron,2016-10-18 23:07:01,27.41,4273352984502,60,Urban
691,New Aaron,2016-08-12 22:11:17,12.53,7862268645958,60,Urban
692,New Aaron,2016-10-11 02:49:17,13.03,6751552391576,60,Urban
693,New Aaron,2016-01-02 17:29:31,16.77,8109149518178,60,Urban
694,New Aaron,2016-03-23 01:00:16,33.34,4210683674924,60,Urban
695,New Aaron,2016-07-01 02:22:52,4.9,4049248134531,60,Urban
696,New Aaron,2016-03-08 03:33:45,21.76,860822115609,60,Urban
697,New Aaron,2016-04-11 05:27:09,18.78,51186564251,60,Urban
698,New Aaron,2016-07-11 23:32:09,35.42,8741128997583,60,Urban
699,New Aaron,2016-06-04 02:23:05,20.53,2321624903569,60,Urban
700,New Aaron,2016-06-01 22:33:35,44.99,3742682430832,60,Urban
701,New Aaron,2016-03-23 18:54:59,10.61,5079158580820,60,Urban
702,New Aaron,2016-02-07 03:24:26,19.09,8833450230688,60,Urban
703,New Aaron,2016-07-16 19:43:04,28.88,4872228261244,60,Urban
704,New Aaron,2016-08-31 13:53:58,43.38,994783421001,60,Urban
705,New Aaron,2016-05-26 06:44:46,39.93,506548236203,60,Urban
706,New Aaron,2016-05-11 23:11:37,41.39,6357669957577,60,Urban
707,New Aaron,2016-06-27 11:28:34,37.02,5355985559469,60,Urban
708,New Aaron,2016-09-30 09:45:03,35.26,4769926083028,60,Urban
709,Kelseyland,2016-08-19 04:27:52,5.51,6246006544795,63,Urban
710,Kelseyland,2016-04-17 06:59:50,5.54,7466473222333,63,Urban
711,Kelseyland,2016-05-04 15:06:07,30.54,2140501382736,63,Urban
712,Kelseyland,2016-01-25 20:44:56,12.08,1896987891309,63,Urban
713,Kelseyland,2016-08-09 18:19:47,17.91,8784212854829,63,Urban
714,Kelseyland,2016-10-24 15:15:46,33.56,4797969661996,63,Urban
715,Kelseyland,2016-06-06 13:54:23,20.81,9811478565448,63,Urban
716,Kelseyland,2016-08-10 07:02:40,44.53,1563171128434,63,Urban
717,Kelseyland,2016-07-05 17:37:13,29.02,6897992353955,63,Urban
718,Kelseyland,2016-04-25 02:18:31,20.05,1148374505062,63,Urban
719,Kelseyland,2016-01-25 08:47:09,9.29,213692794373,63,Urban
720,Kelseyland,2016-11-10 01:57:14,20.58,3395682132130,63,Urban
721,Kelseyland,2016-08-15 11:55:02,27.45,8456148871668,63,Urban
722,Kelseyland,2016-08-01 10:51:49,33.51,6610565660737,63,Urban
723,Kelseyland,2016-04-13 12:07:08,6.56,8101498434215,63,Urban
724,Kelseyland,2016-01-12 22:51:21,20.19,3054122642867,63,Urban
725,Kelseyland,2016-05-31 01:05:31,35.22,5946467060438,63,Urban
726,Kelseyland,2016-07-13 16:53:07,10.31,2180910323678,63,Urban
727,Kelseyland,2016-01-07 07:15:41,11.45,600800386573,63,Urban
728,Kelseyland,2016-04-09 13:17:27,27.85,5748868894243,63,Urban
729,Kelseyland,2016-06-30 01:59:04,8.27,4384089549855,63,Urban
730,Kelseyland,2016-04-20 05:36:59,31.67,2865704421982,63,Urban
731,Kelseyland,2016-05-02 05:55:28,40.92,2769007541388,63,Urban
732,Kelseyland,2016-06-22 06:54:57,12.58,6629798205387,63,Urban
733,Kelseyland,2016-06-18 06:03:03,16.77,7223504701591,63,Urban
734,Kelseyland,2016-01-09 20:28:56,27.21,831362906446,63,Urban
735,Kelseyland,2016-07-22 19:28:21,35.71,1234880130185,63,Urban
736,Kelseyland,2016-11-26 02:34:57,15.49,5187807155760,63,Urban
737,Lake Sarashire,2016-07-16 02:33:56,34.69,7536776262746,8,Urban
738,Lake Sarashire,2016-08-25 04:25:38,4.27,6739162487056,8,Urban
739,Lake Sarashire,2016-07-28 11:27:00,40.77,489025361264,8,Urban
740,Lake Sarashire,2016-03-17 11:47:21,16.67,1790621665083,8,Urban
741,Lake Sarashire,2016-04-26 18:05:08,9.02,7690296870949,8,Urban
